imageId,articleTypeName,categoryName,articleTypeId,categoryId
51709,Sunglasses,Eyewear,9,7
59124,Jackets,Topwear,35,0
36475,Kurtas,Topwear,5,0
17955,Caps,Headwear,33,19
58023,Earrings,Jewellery,26,6
36460,Sports Shoes,Shoes,4,1
49963,Tshirts,Topwear,0,0
24539,Kurtis,Topwear,38,0
19974,Tshirts,Topwear,0,0
2644,Handbags,Bags,7,2
20263,Tshirts,Topwear,0,0
19086,Kurtas,Topwear,5,0
3120,Tshirts,Topwear,0,0
37001,Handbags,Bags,7,2
43156,Watches,Watches,3,3
23071,Sweaters,Topwear,34,0
46494,Watches,Watches,3,3
39157,Kurtas,Topwear,5,0
52076,Tshirts,Topwear,0,0
28214,Deodorant,Fragrance,27,8
21270,Backpacks,Bags,15,2
32805,Heels,Shoes,8,1
50976,Bra,Innerwear,23,5
20791,Jackets,Topwear,35,0
22167,Casual Shoes,Shoes,2,1
49688,Ties,Ties,36,20
30194,Backpacks,Bags,15,2
11971,Sports Shoes,Shoes,4,1
14438,Heels,Shoes,8,1
9501,Shirts,Topwear,1,0
50217,Belts,Belts,14,12
51591,Jeans,Bottomwear,19,4
37873,Wallets,Wallets,10,10
25465,Sports Shoes,Shoes,4,1
44053,Perfume and Body Mist,Fragrance,18,8
45675,Perfume and Body Mist,Fragrance,18,8
30079,Watches,Watches,3,3
45751,Kurtas,Topwear,5,0
43265,Kurtas,Topwear,5,0
24251,Casual Shoes,Shoes,2,1
7059,Backpacks,Bags,15,2
55045,Lipstick,Lips,29,15
48111,Shorts,Bottomwear,20,4
25702,Tops,Topwear,6,0
27265,Tops,Topwear,6,0
3886,Tshirts,Topwear,0,0
5725,Sports Shoes,Shoes,4,1
4920,Tops,Topwear,6,0
29114,Socks,Socks,16,13
51860,Shirts,Topwear,1,0
11909,Formal Shoes,Shoes,17,1
18862,Tshirts,Topwear,0,0
46599,Heels,Shoes,8,1
35424,Sports Shoes,Shoes,4,1
8271,Tshirts,Topwear,0,0
46681,Perfume and Body Mist,Fragrance,18,8
27018,Jeans,Bottomwear,19,4
19558,Tshirts,Topwear,0,0
19163,Tshirts,Topwear,0,0
26537,Casual Shoes,Shoes,2,1
32270,Kurtas,Topwear,5,0
8658,Sunglasses,Eyewear,9,7
17072,Belts,Belts,14,12
5479,Sports Shoes,Shoes,4,1
35562,Sandals,Sandal,12,9
45916,Watches,Watches,3,3
18226,Tshirts,Topwear,0,0
24240,Kurtis,Topwear,38,0
19169,Tshirts,Topwear,0,0
53731,Casual Shoes,Shoes,2,1
52339,Clutches,Bags,31,2
4829,Track Pants,Bottomwear,30,4
3945,Tshirts,Topwear,0,0
38864,Tops,Topwear,6,0
16932,Tshirts,Topwear,0,0
20282,Shirts,Topwear,1,0
19083,Kurtas,Topwear,5,0
10190,Shirts,Topwear,1,0
39729,Tops,Topwear,6,0
25228,Handbags,Bags,7,2
58185,Handbags,Bags,7,2
8151,Shirts,Topwear,1,0
13253,Tshirts,Topwear,0,0
26739,Deodorant,Fragrance,27,8
50760,Sandals,Sandal,12,9
20434,Wallets,Wallets,10,10
17309,Sunglasses,Eyewear,9,7
26904,Tops,Topwear,6,0
38629,Tshirts,Topwear,0,0
15512,Casual Shoes,Shoes,2,1
20875,Sports Shoes,Shoes,4,1
12589,Tshirts,Topwear,0,0
20768,Heels,Shoes,8,1
57660,Nail Polish,Nails,28,18
4346,Flip Flops,Flip Flops,11,11
6677,Sports Shoes,Shoes,4,1
16970,Sandals,Sandal,12,9
22492,Sports Shoes,Shoes,4,1
25403,Casual Shoes,Shoes,2,1
15834,Kurtas,Topwear,5,0
26209,Perfume and Body Mist,Fragrance,18,8
42649,Kurtas,Topwear,5,0
17401,Socks,Socks,16,13
16956,Sunglasses,Eyewear,9,7
31144,Tshirts,Topwear,0,0
48710,Earrings,Jewellery,26,6
16510,Jeans,Bottomwear,19,4
9114,Sports Shoes,Shoes,4,1
32226,Kurtas,Topwear,5,0
16938,Sunglasses,Eyewear,9,7
5460,Sports Shoes,Shoes,4,1
45898,Watches,Watches,3,3
46331,Casual Shoes,Shoes,2,1
35244,Socks,Socks,16,13
14758,Shirts,Topwear,1,0
47515,Briefs,Innerwear,13,5
52132,Tshirts,Topwear,0,0
12018,Shirts,Topwear,1,0
46925,Perfume and Body Mist,Fragrance,18,8
47200,Formal Shoes,Shoes,17,1
19977,Tshirts,Topwear,0,0
14001,Tshirts,Topwear,0,0
45615,Formal Shoes,Shoes,17,1
53620,Watches,Watches,3,3
24841,Tshirts,Topwear,0,0
36705,Perfume and Body Mist,Fragrance,18,8
6651,Flip Flops,Flip Flops,11,11
44554,Sandals,Sandal,12,9
7192,Jeans,Bottomwear,19,4
54064,Deodorant,Fragrance,27,8
21598,Trousers,Bottomwear,21,4
46803,Sports Shoes,Shoes,4,1
39868,Heels,Shoes,8,1
56931,Heels,Shoes,8,1
5545,Tshirts,Topwear,0,0
51163,Socks,Socks,16,13
48201,Sunglasses,Eyewear,9,7
18169,Dresses,Dress,24,14
47411,Handbags,Bags,7,2
30348,Tshirts,Topwear,0,0
11021,Tshirts,Topwear,0,0
53392,Kurtis,Topwear,38,0
43769,Earrings,Jewellery,26,6
8355,Tshirts,Topwear,0,0
2396,Casual Shoes,Shoes,2,1
45135,Watches,Watches,3,3
58191,Handbags,Bags,7,2
30593,Caps,Headwear,33,19
17671,Heels,Shoes,8,1
26171,Flats,Shoes,22,1
56658,Casual Shoes,Shoes,2,1
9806,Shirts,Topwear,1,0
10341,Tshirts,Topwear,0,0
19999,Tshirts,Topwear,0,0
44730,Flip Flops,Flip Flops,11,11
29648,Shirts,Topwear,1,0
8962,Casual Shoes,Shoes,2,1
25098,Wallets,Wallets,10,10
4819,Shorts,Bottomwear,20,4
29065,Backpacks,Bags,15,2
56771,Shirts,Topwear,1,0
10491,Tshirts,Topwear,0,0
15190,Tshirts,Topwear,0,0
34227,Tshirts,Topwear,0,0
51695,Sunglasses,Eyewear,9,7
47029,Kurtas,Topwear,5,0
13928,Tops,Topwear,6,0
7539,Tshirts,Topwear,0,0
47592,Heels,Shoes,8,1
10106,Watches,Watches,3,3
54744,Kurtis,Topwear,38,0
1934,Backpacks,Bags,15,2
13957,Tops,Topwear,6,0
47367,Handbags,Bags,7,2
30575,Sunglasses,Eyewear,9,7
17268,Tshirts,Topwear,0,0
16842,Sunglasses,Eyewear,9,7
50894,Sarees,Saree,25,16
16918,Jeans,Bottomwear,19,4
56678,Watches,Watches,3,3
6480,Tshirts,Topwear,0,0
29111,Socks,Socks,16,13
19872,Flip Flops,Flip Flops,11,11
44698,Tops,Topwear,6,0
24922,Tops,Topwear,6,0
11569,Kurtas,Topwear,5,0
46941,Perfume and Body Mist,Fragrance,18,8
57346,Bra,Innerwear,23,5
25149,Handbags,Bags,7,2
57022,Briefs,Innerwear,13,5
11582,Kurtis,Topwear,38,0
8638,Sandals,Sandal,12,9
14426,Casual Shoes,Shoes,2,1
52991,Sarees,Saree,25,16
42409,Briefs,Innerwear,13,5
27272,Kurtis,Topwear,38,0
27464,Briefs,Innerwear,13,5
5766,Jeans,Bottomwear,19,4
9337,Tshirts,Topwear,0,0
33025,Kurtas,Topwear,5,0
8485,Dresses,Dress,24,14
33079,Tshirts,Topwear,0,0
59632,Sarees,Saree,25,16
2544,Flip Flops,Flip Flops,11,11
36988,Clutches,Bags,31,2
9409,Sunglasses,Eyewear,9,7
23542,Perfume and Body Mist,Fragrance,18,8
25462,Sports Shoes,Shoes,4,1
14852,Wallets,Wallets,10,10
45742,Kurtas,Topwear,5,0
27701,Handbags,Bags,7,2
17104,Wallets,Wallets,10,10
4004,Flip Flops,Flip Flops,11,11
27645,Tshirts,Topwear,0,0
27572,Shirts,Topwear,1,0
53884,Handbags,Bags,7,2
47536,Flats,Shoes,22,1
42118,Tshirts,Topwear,0,0
20986,Belts,Belts,14,12
28578,Watches,Watches,3,3
30750,Kurtas,Topwear,5,0
19433,Caps,Headwear,33,19
15675,Jeans,Bottomwear,19,4
51343,Socks,Socks,16,13
39809,Trousers,Bottomwear,21,4
27715,Handbags,Bags,7,2
42204,Tops,Topwear,6,0
19137,Sandals,Sandal,12,9
28773,Kurtis,Topwear,38,0
16625,Tshirts,Topwear,0,0
4304,Tshirts,Topwear,0,0
32863,Backpacks,Bags,15,2
4793,Tshirts,Topwear,0,0
49679,Sunglasses,Eyewear,9,7
46657,Deodorant,Fragrance,27,8
45797,Heels,Shoes,8,1
10148,Casual Shoes,Shoes,2,1
28387,Sunglasses,Eyewear,9,7
15290,Sports Shoes,Shoes,4,1
11178,Watches,Watches,3,3
38049,Watches,Watches,3,3
50324,Kurtas,Topwear,5,0
44705,Tops,Topwear,6,0
43858,Earrings,Jewellery,26,6
58075,Earrings,Jewellery,26,6
50459,Briefs,Innerwear,13,5
3556,Casual Shoes,Shoes,2,1
33487,Shirts,Topwear,1,0
12369,Shirts,Topwear,1,0
37322,Watches,Watches,3,3
57458,Clutches,Bags,31,2
9562,Formal Shoes,Shoes,17,1
50219,Belts,Belts,14,12
33931,Watches,Watches,3,3
54965,Tshirts,Topwear,0,0
3073,Tshirts,Topwear,0,0
53800,Tshirts,Topwear,0,0
32463,Tshirts,Topwear,0,0
42952,Belts,Belts,14,12
6699,Socks,Socks,16,13
29297,Tshirts,Topwear,0,0
3559,Casual Shoes,Shoes,2,1
8270,Tshirts,Topwear,0,0
49519,Handbags,Bags,7,2
42153,Tshirts,Topwear,0,0
53759,Tshirts,Topwear,0,0
44956,Deodorant,Fragrance,27,8
29083,Wallets,Wallets,10,10
46626,Perfume and Body Mist,Fragrance,18,8
53657,Handbags,Bags,7,2
5942,Casual Shoes,Shoes,2,1
22468,Shirts,Topwear,1,0
28742,Tops,Topwear,6,0
44193,Flip Flops,Flip Flops,11,11
20932,Backpacks,Bags,15,2
18953,Socks,Socks,16,13
56705,Kurtas,Topwear,5,0
31973,Sports Shoes,Shoes,4,1
15630,Jackets,Topwear,35,0
22076,Kurtas,Topwear,5,0
10834,Tshirts,Topwear,0,0
46806,Sports Shoes,Shoes,4,1
54932,Tshirts,Topwear,0,0
26348,Watches,Watches,3,3
53726,Flip Flops,Flip Flops,11,11
45019,Watches,Watches,3,3
28561,Tshirts,Topwear,0,0
27691,Handbags,Bags,7,2
24597,Tshirts,Topwear,0,0
27305,Deodorant,Fragrance,27,8
14936,Shorts,Bottomwear,20,4
9208,Casual Shoes,Shoes,2,1
30287,Sunglasses,Eyewear,9,7
36001,Tshirts,Topwear,0,0
2304,Tshirts,Topwear,0,0
18884,Shirts,Topwear,1,0
2838,Tshirts,Topwear,0,0
14097,Tshirts,Topwear,0,0
55641,Heels,Shoes,8,1
11731,Tshirts,Topwear,0,0
22921,Watches,Watches,3,3
33523,Casual Shoes,Shoes,2,1
59128,Jackets,Topwear,35,0
11865,Flip Flops,Flip Flops,11,11
10369,Shirts,Topwear,1,0
13260,Jeans,Bottomwear,19,4
53832,Kurtas,Topwear,5,0
32802,Flip Flops,Flip Flops,11,11
32422,Tshirts,Topwear,0,0
50816,Wallets,Wallets,10,10
23635,Tshirts,Topwear,0,0
7523,Backpacks,Bags,15,2
14792,Handbags,Bags,7,2
21404,Tshirts,Topwear,0,0
22561,Handbags,Bags,7,2
2263,Backpacks,Bags,15,2
6197,Tshirts,Topwear,0,0
26432,Handbags,Bags,7,2
8211,Watches,Watches,3,3
26341,Watches,Watches,3,3
26205,Perfume and Body Mist,Fragrance,18,8
12118,Kurtas,Topwear,5,0
42034,Sports Shoes,Shoes,4,1
13956,Tops,Topwear,6,0
6588,Track Pants,Bottomwear,30,4
28467,Tshirts,Topwear,0,0
1828,Sports Shoes,Shoes,4,1
19098,Kurtas,Topwear,5,0
17130,Handbags,Bags,7,2
10312,Watches,Watches,3,3
28384,Sunglasses,Eyewear,9,7
45630,Briefs,Innerwear,13,5
36141,Sports Shoes,Shoes,4,1
48527,Flip Flops,Flip Flops,11,11
3931,Tshirts,Topwear,0,0
1868,Tshirts,Topwear,0,0
30840,Kurtas,Topwear,5,0
56498,Nail Polish,Nails,28,18
21644,Bra,Innerwear,23,5
40521,Watches,Watches,3,3
18979,Tshirts,Topwear,0,0
14336,Casual Shoes,Shoes,2,1
50345,Kurtas,Topwear,5,0
44834,Tshirts,Topwear,0,0
27217,Shorts,Bottomwear,20,4
45416,Flats,Shoes,22,1
40934,Shirts,Topwear,1,0
37228,Wallets,Wallets,10,10
17594,Sunglasses,Eyewear,9,7
38286,Tops,Topwear,6,0
59891,Shirts,Topwear,1,0
51769,Belts,Belts,14,12
5400,Sports Shoes,Shoes,4,1
41213,Flip Flops,Flip Flops,11,11
13356,Casual Shoes,Shoes,2,1
26065,Shirts,Topwear,1,0
42819,Briefs,Innerwear,13,5
39236,Tops,Topwear,6,0
15641,Tshirts,Topwear,0,0
3453,Sports Shoes,Shoes,4,1
2251,Flip Flops,Flip Flops,11,11
20381,Tshirts,Topwear,0,0
46846,Sandals,Sandal,12,9
3631,Flip Flops,Flip Flops,11,11
45328,Heels,Shoes,8,1
16772,Watches,Watches,3,3
1587,Sports Shoes,Shoes,4,1
42865,Handbags,Bags,7,2
25834,Kurtas,Topwear,5,0
41980,Tshirts,Topwear,0,0
19264,Watches,Watches,3,3
51692,Sunglasses,Eyewear,9,7
43633,Dresses,Dress,24,14
28019,Briefs,Innerwear,13,5
59669,Sarees,Saree,25,16
33379,Wallets,Wallets,10,10
38575,Track Pants,Bottomwear,30,4
58309,Socks,Socks,16,13
46361,Shirts,Topwear,1,0
12030,Shirts,Topwear,1,0
35050,Kurtis,Topwear,38,0
2605,Tshirts,Topwear,0,0
7943,Tshirts,Topwear,0,0
8150,Shirts,Topwear,1,0
45900,Watches,Watches,3,3
5394,Sports Shoes,Shoes,4,1
35909,Handbags,Bags,7,2
11580,Kurtas,Topwear,5,0
36104,Wallets,Wallets,10,10
2750,Tshirts,Topwear,0,0
31251,Tshirts,Topwear,0,0
45783,Heels,Shoes,8,1
49491,Casual Shoes,Shoes,2,1
2814,Casual Shoes,Shoes,2,1
17545,Shirts,Topwear,1,0
26553,Casual Shoes,Shoes,2,1
45235,Watches,Watches,3,3
3595,Casual Shoes,Shoes,2,1
50305,Ties,Ties,36,20
38016,Watches,Watches,3,3
9881,Shirts,Topwear,1,0
4921,Tshirts,Topwear,0,0
58765,Shirts,Topwear,1,0
41786,Dresses,Dress,24,14
58321,Socks,Socks,16,13
25709,Caps,Headwear,33,19
35216,Backpacks,Bags,15,2
38420,Belts,Belts,14,12
41242,Belts,Belts,14,12
40744,Caps,Headwear,33,19
8189,Shirts,Topwear,1,0
18283,Kurtas,Topwear,5,0
9908,Handbags,Bags,7,2
25239,Handbags,Bags,7,2
36247,Tshirts,Topwear,0,0
44253,Wallets,Wallets,10,10
5043,Casual Shoes,Shoes,2,1
8346,Sports Shoes,Shoes,4,1
48097,Trousers,Bottomwear,21,4
38544,Casual Shoes,Shoes,2,1
32225,Kurtas,Topwear,5,0
15170,Tshirts,Topwear,0,0
38663,Sports Shoes,Shoes,4,1
28832,Briefs,Innerwear,13,5
19650,Tops,Topwear,6,0
43699,Tops,Topwear,6,0
8998,Casual Shoes,Shoes,2,1
49600,Heels,Shoes,8,1
32543,Deodorant,Fragrance,27,8
16114,Sandals,Sandal,12,9
3410,Tshirts,Topwear,0,0
53051,Sarees,Saree,25,16
29290,Shirts,Topwear,1,0
34050,Shirts,Topwear,1,0
37412,Handbags,Bags,7,2
12443,Wallets,Wallets,10,10
35874,Tshirts,Topwear,0,0
16317,Tshirts,Topwear,0,0
20731,Heels,Shoes,8,1
42024,Sports Shoes,Shoes,4,1
42915,Belts,Belts,14,12
40301,Sandals,Sandal,12,9
19916,Backpacks,Bags,15,2
14740,Shirts,Topwear,1,0
30298,Tshirts,Topwear,0,0
30770,Kurtas,Topwear,5,0
14353,Heels,Shoes,8,1
11898,Formal Shoes,Shoes,17,1
2152,Tshirts,Topwear,0,0
45404,Flats,Shoes,22,1
11614,Kurtas,Topwear,5,0
6486,Casual Shoes,Shoes,2,1
39186,Kurtas,Topwear,5,0
9466,Shirts,Topwear,1,0
59448,Shirts,Topwear,1,0
13862,Shirts,Topwear,1,0
11973,Sports Shoes,Shoes,4,1
6823,Sandals,Sandal,12,9
5458,Track Pants,Bottomwear,30,4
39159,Kurtas,Topwear,5,0
10345,Tshirts,Topwear,0,0
58561,Jeans,Bottomwear,19,4
39152,Kurtas,Topwear,5,0
7814,Tshirts,Topwear,0,0
25144,Handbags,Bags,7,2
13728,Shirts,Topwear,1,0
14841,Wallets,Wallets,10,10
57146,Tops,Topwear,6,0
3019,Tshirts,Topwear,0,0
45393,Flats,Shoes,22,1
34061,Dresses,Dress,24,14
2369,Casual Shoes,Shoes,2,1
51704,Sunglasses,Eyewear,9,7
19117,Flip Flops,Flip Flops,11,11
30484,Bra,Innerwear,23,5
20856,Casual Shoes,Shoes,2,1
37886,Socks,Socks,16,13
18284,Kurtas,Topwear,5,0
57144,Tops,Topwear,6,0
26619,Sports Shoes,Shoes,4,1
13470,Dresses,Dress,24,14
39386,Jeans,Bottomwear,19,4
57235,Handbags,Bags,7,2
19503,Socks,Socks,16,13
11965,Sandals,Sandal,12,9
36513,Belts,Belts,14,12
50151,Heels,Shoes,8,1
23778,Sunglasses,Eyewear,9,7
27355,Tshirts,Topwear,0,0
47992,Watches,Watches,3,3
1927,Backpacks,Bags,15,2
23286,Watches,Watches,3,3
21570,Casual Shoes,Shoes,2,1
9986,Tshirts,Topwear,0,0
4562,Sports Shoes,Shoes,4,1
16825,Tshirts,Topwear,0,0
42815,Briefs,Innerwear,13,5
34599,Dresses,Dress,24,14
36979,Clutches,Bags,31,2
5898,Casual Shoes,Shoes,2,1
30555,Sunglasses,Eyewear,9,7
12635,Tshirts,Topwear,0,0
44218,Flip Flops,Flip Flops,11,11
59630,Sarees,Saree,25,16
8398,Tshirts,Topwear,0,0
10344,Tshirts,Topwear,0,0
37716,Tshirts,Topwear,0,0
17687,Heels,Shoes,8,1
10045,Tshirts,Topwear,0,0
18208,Caps,Headwear,33,19
16434,Tshirts,Topwear,0,0
25464,Sports Shoes,Shoes,4,1
27015,Jeans,Bottomwear,19,4
37810,Shirts,Topwear,1,0
11422,Tshirts,Topwear,0,0
37481,Watches,Watches,3,3
45773,Deodorant,Fragrance,27,8
26278,Tshirts,Topwear,0,0
40568,Kurtas,Topwear,5,0
5385,Sports Shoes,Shoes,4,1
31474,Trousers,Bottomwear,21,4
35200,Backpacks,Bags,15,2
18974,Shirts,Topwear,1,0
52146,Tshirts,Topwear,0,0
19665,Tshirts,Topwear,0,0
44761,Casual Shoes,Shoes,2,1
45901,Watches,Watches,3,3
3385,Handbags,Bags,7,2
28806,Shirts,Topwear,1,0
43289,Handbags,Bags,7,2
43308,Shirts,Topwear,1,0
21022,Shirts,Topwear,1,0
21308,Sunglasses,Eyewear,9,7
43380,Casual Shoes,Shoes,2,1
16833,Tshirts,Topwear,0,0
49726,Ties,Ties,36,20
23494,Casual Shoes,Shoes,2,1
10756,Casual Shoes,Shoes,2,1
12175,Shirts,Topwear,1,0
2564,Tops,Topwear,6,0
38197,Sunglasses,Eyewear,9,7
18887,Shirts,Topwear,1,0
46611,Heels,Shoes,8,1
38231,Sunglasses,Eyewear,9,7
4736,Casual Shoes,Shoes,2,1
56905,Heels,Shoes,8,1
4665,Watches,Watches,3,3
30866,Kurtas,Topwear,5,0
24234,Kurtas,Topwear,5,0
50584,Briefs,Innerwear,13,5
17735,Flip Flops,Flip Flops,11,11
48556,Belts,Belts,14,12
54966,Casual Shoes,Shoes,2,1
51187,Bra,Innerwear,23,5
52155,Dresses,Dress,24,14
39468,Kurtis,Topwear,38,0
17138,Handbags,Bags,7,2
21937,Handbags,Bags,7,2
14065,Tshirts,Topwear,0,0
43830,Earrings,Jewellery,26,6
59033,Heels,Shoes,8,1
14755,Shirts,Topwear,1,0
55633,Heels,Shoes,8,1
41520,Sunglasses,Eyewear,9,7
2119,Shirts,Topwear,1,0
57343,Bra,Innerwear,23,5
44533,Sandals,Sandal,12,9
32840,Heels,Shoes,8,1
57293,Shirts,Topwear,1,0
38404,Belts,Belts,14,12
14064,Tshirts,Topwear,0,0
15494,Casual Shoes,Shoes,2,1
50045,Bra,Innerwear,23,5
51623,Watches,Watches,3,3
